entry_key, query, target_pdb_id, target_chains, target_uniprot_ids, target_ligand, num_apo_sites, num_holo_sites, target_experimental_method, target_resolution, sasa, sasa_avg, view_url, download_url
5b51-A-HEM-401, 5b51 A HEM 401, 5b51, A, Q8NTB8, HEM, 0, 3, X-RAY_DIFFRACTION, 1.3, 931.13, 49.01, http://apoholo.cz/db/entry/5b51-A-HEM-401, http://apoholo.cz/api/db/entry/5b51-A-HEM-401/download/5b51-A-HEM-401.zip
5bqf-A-NAP-403, 5bqf A NAP 403, 5bqf, A, Q2KDT2, NAP, 0, 3, X-RAY_DIFFRACTION, 1.45, 1215.42, 37.98, http://apoholo.cz/db/entry/5bqf-A-NAP-403, http://apoholo.cz/api/db/entry/5bqf-A-NAP-403/download/5bqf-A-NAP-403.zip
5br4-A-NAD-402, 5br4 A NAD 402, 5br4, A, P0A9S1, NAD, 1, 24, X-RAY_DIFFRACTION, 0.91, 847.36, 24.21, http://apoholo.cz/db/entry/5br4-A-NAD-402, http://apoholo.cz/api/db/entry/5br4-A-NAD-402/download/5br4-A-NAD-402.zip
5br4-B-NAD-402, 5br4 B NAD 402, 5br4, B, P0A9S1, NAD, 1, 24, X-RAY_DIFFRACTION, 0.91, 843.66, 24.81, http://apoholo.cz/db/entry/5br4-B-NAD-402, http://apoholo.cz/api/db/entry/5br4-B-NAD-402/download/5br4-B-NAD-402.zip
5bsr-A-AMP-602, 5bsr A AMP 602, 5bsr, A, O24146, AMP, 3, 8, X-RAY_DIFFRACTION, 1.5, 648.94, 30.9, http://apoholo.cz/db/entry/5bsr-A-AMP-602, http://apoholo.cz/api/db/entry/5bsr-A-AMP-602/download/5bsr-A-AMP-602.zip
5bt9-A-NAP-300, 5bt9 A NAP 300, 5bt9, A, A9MA73, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 856.71, 32.95, http://apoholo.cz/db/entry/5bt9-A-NAP-300, http://apoholo.cz/api/db/entry/5bt9-A-NAP-300/download/5bt9-A-NAP-300.zip
5bt9-B-NAP-300, 5bt9 B NAP 300, 5bt9, B, A9MA73, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1020.59, 36.45, http://apoholo.cz/db/entry/5bt9-B-NAP-300, http://apoholo.cz/api/db/entry/5bt9-B-NAP-300/download/5bt9-B-NAP-300.zip
5bt9-C-NAP-300, 5bt9 C NAP 300, 5bt9, C, A9MA73, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1173.24, 40.46, http://apoholo.cz/db/entry/5bt9-C-NAP-300, http://apoholo.cz/api/db/entry/5bt9-C-NAP-300/download/5bt9-C-NAP-300.zip
5bt9-D-NAP-300, 5bt9 D NAP 300, 5bt9, D, A9MA73, NAP, 0, 0, X-RAY_DIFFRACTION, 1.5, 1040.41, 37.16, http://apoholo.cz/db/entry/5bt9-D-NAP-300, http://apoholo.cz/api/db/entry/5bt9-D-NAP-300/download/5bt9-D-NAP-300.zip
5c0z-A-HEC-201, 5c0z A HEC 201, 5c0z, A D, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.12, 1053.29, 32.92, http://apoholo.cz/db/entry/5c0z-A-HEC-201, http://apoholo.cz/api/db/entry/5c0z-A-HEC-201/download/5c0z-A-HEC-201.zip
5c0z-B-HEC-201, 5c0z B HEC 201, 5c0z, B C, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.12, 1024.35, 32.01, http://apoholo.cz/db/entry/5c0z-B-HEC-201, http://apoholo.cz/api/db/entry/5c0z-B-HEC-201/download/5c0z-B-HEC-201.zip
5c0z-C-HEC-201, 5c0z C HEC 201, 5c0z, B C, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.12, 1050.68, 32.83, http://apoholo.cz/db/entry/5c0z-C-HEC-201, http://apoholo.cz/api/db/entry/5c0z-C-HEC-201/download/5c0z-C-HEC-201.zip
5c0z-D-HEC-201, 5c0z D HEC 201, 5c0z, A D, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.12, 1049.3, 33.85, http://apoholo.cz/db/entry/5c0z-D-HEC-201, http://apoholo.cz/api/db/entry/5c0z-D-HEC-201/download/5c0z-D-HEC-201.zip
5c2k-A-GDP-503, 5c2k A GDP 503, 5c2k, A, P61586 Q9H0H5, GDP, 25, 132, X-RAY_DIFFRACTION, 1.42, 704.98, 35.25, http://apoholo.cz/db/entry/5c2k-A-GDP-503, http://apoholo.cz/api/db/entry/5c2k-A-GDP-503/download/5c2k-A-GDP-503.zip
5c4m-A-GDP-202, 5c4m A GDP 202, 5c4m, A, P61586, GDP, 25, 132, X-RAY_DIFFRACTION, 1.3, 726.93, 42.76, http://apoholo.cz/db/entry/5c4m-A-GDP-202, http://apoholo.cz/api/db/entry/5c4m-A-GDP-202/download/5c4m-A-GDP-202.zip
5c7h-A-NDP-301, 5c7h A NDP 301, 5c7h, A, Q92NR7, NDP, 1, 1, X-RAY_DIFFRACTION, 1.3, 854.49, 28.48, http://apoholo.cz/db/entry/5c7h-A-NDP-301, http://apoholo.cz/api/db/entry/5c7h-A-NDP-301/download/5c7h-A-NDP-301.zip
5cc9-A-NAP-201, 5cc9 A NAP 201, 5cc9, A, P0ABQ4, NAP, 5, 184, X-RAY_DIFFRACTION, 1.2, 1320.96, 52.84, http://apoholo.cz/db/entry/5cc9-A-NAP-201, http://apoholo.cz/api/db/entry/5cc9-A-NAP-201/download/5cc9-A-NAP-201.zip
5ccc-A-NAP-202, 5ccc A NAP 202, 5ccc, A, P0ABQ4, NAP, 5, 184, X-RAY_DIFFRACTION, 1.5, 1240.69, 53.94, http://apoholo.cz/db/entry/5ccc-A-NAP-202, http://apoholo.cz/api/db/entry/5ccc-A-NAP-202/download/5ccc-A-NAP-202.zip
5ce4-A-OLA-201, 5ce4 A OLA 201, 5ce4, A, P05413, OLA, 4, 73, X-RAY_DIFFRACTION, 0.98, 837.57, 29.91, http://apoholo.cz/db/entry/5ce4-A-OLA-201, http://apoholo.cz/api/db/entry/5ce4-A-OLA-201/download/5ce4-A-OLA-201.zip
5cpm-A-NDP-401, 5cpm A NDP 401, 5cpm, A B, Q9R9V9, NDP, 0, 22, X-RAY_DIFFRACTION, 1.5, 518.34, 43.19, http://apoholo.cz/db/entry/5cpm-A-NDP-401, http://apoholo.cz/api/db/entry/5cpm-A-NDP-401/download/5cpm-A-NDP-401.zip
5cpm-B-NDP-401, 5cpm B NDP 401, 5cpm, A B, Q9R9V9, NDP, 0, 22, X-RAY_DIFFRACTION, 1.5, 512.53, 46.59, http://apoholo.cz/db/entry/5cpm-B-NDP-401, http://apoholo.cz/api/db/entry/5cpm-B-NDP-401/download/5cpm-B-NDP-401.zip
5cu6-A-ATP-401, 5cu6 A ATP 401, 5cu6, A, P68400, ATP, 45, 310, X-RAY_DIFFRACTION, 1.36, 876.81, 48.71, http://apoholo.cz/db/entry/5cu6-A-ATP-401, http://apoholo.cz/api/db/entry/5cu6-A-ATP-401/download/5cu6-A-ATP-401.zip
5cyt-R-HEC-105, 5cyt R HEC 105, 5cyt, R, P81459, HEC, 0, 8, X-RAY_DIFFRACTION, 1.5, 1185.84, 39.53, http://apoholo.cz/db/entry/5cyt-R-HEC-105, http://apoholo.cz/api/db/entry/5cyt-R-HEC-105/download/5cyt-R-HEC-105.zip
5d0e-A-GTP-302, 5d0e A GTP 302, 5d0e, A B, V7LAR8, GTP, 0, 6, X-RAY_DIFFRACTION, 1.48, 768.61, 34.94, http://apoholo.cz/db/entry/5d0e-A-GTP-302, http://apoholo.cz/api/db/entry/5d0e-A-GTP-302/download/5d0e-A-GTP-302.zip
5d0e-A-GTP-303, 5d0e A GTP 303, 5d0e, A B, V7LAR8, GTP, 0, 6, X-RAY_DIFFRACTION, 1.48, 905.74, 43.13, http://apoholo.cz/db/entry/5d0e-A-GTP-303, http://apoholo.cz/api/db/entry/5d0e-A-GTP-303/download/5d0e-A-GTP-303.zip
5d15-A-ATP-301, 5d15 A ATP 301, 5d15, A B, V7LAR8, ATP, 0, 6, X-RAY_DIFFRACTION, 1.5, 877.86, 38.17, http://apoholo.cz/db/entry/5d15-A-ATP-301, http://apoholo.cz/api/db/entry/5d15-A-ATP-301/download/5d15-A-ATP-301.zip
5d15-B-ATP-301, 5d15 B ATP 301, 5d15, A B, V7LAR8, ATP, 0, 6, X-RAY_DIFFRACTION, 1.5, 807.9, 31.07, http://apoholo.cz/db/entry/5d15-B-ATP-301, http://apoholo.cz/api/db/entry/5d15-B-ATP-301/download/5d15-B-ATP-301.zip
5d3u-A-HEM-501, 5d3u A HEM 501, 5d3u, A, C9ZDC6, HEM, 0, 6, X-RAY_DIFFRACTION, 1.45, 859.34, 27.72, http://apoholo.cz/db/entry/5d3u-A-HEM-501, http://apoholo.cz/api/db/entry/5d3u-A-HEM-501/download/5d3u-A-HEM-501.zip
5d3u-B-HEM-501, 5d3u B HEM 501, 5d3u, B, C9ZDC6, HEM, 0, 6, X-RAY_DIFFRACTION, 1.45, 905.81, 28.31, http://apoholo.cz/db/entry/5d3u-B-HEM-501, http://apoholo.cz/api/db/entry/5d3u-B-HEM-501/download/5d3u-B-HEM-501.zip
5d8x-A-HEM-201, 5d8x A HEM 201, 5d8x, A B, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 850.48, 36.98, http://apoholo.cz/db/entry/5d8x-A-HEM-201, http://apoholo.cz/api/db/entry/5d8x-A-HEM-201/download/5d8x-A-HEM-201.zip
5d8x-C-HEM-202, 5d8x C HEM 202, 5d8x, C D, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 857.56, 37.29, http://apoholo.cz/db/entry/5d8x-C-HEM-202, http://apoholo.cz/api/db/entry/5d8x-C-HEM-202/download/5d8x-C-HEM-202.zip
5d8x-E-HEM-201, 5d8x E HEM 201, 5d8x, E F, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 837.71, 38.08, http://apoholo.cz/db/entry/5d8x-E-HEM-201, http://apoholo.cz/api/db/entry/5d8x-E-HEM-201/download/5d8x-E-HEM-201.zip
5d8x-G-HEM-201, 5d8x G HEM 201, 5d8x, G H, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 855.61, 37.2, http://apoholo.cz/db/entry/5d8x-G-HEM-201, http://apoholo.cz/api/db/entry/5d8x-G-HEM-201/download/5d8x-G-HEM-201.zip
5d8x-I-HEM-203, 5d8x I HEM 203, 5d8x, I J, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 861.3, 37.45, http://apoholo.cz/db/entry/5d8x-I-HEM-203, http://apoholo.cz/api/db/entry/5d8x-I-HEM-203/download/5d8x-I-HEM-203.zip
5d8x-K-HEM-201, 5d8x K HEM 201, 5d8x, K L, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 853.39, 38.79, http://apoholo.cz/db/entry/5d8x-K-HEM-201, http://apoholo.cz/api/db/entry/5d8x-K-HEM-201/download/5d8x-K-HEM-201.zip
5d8x-M-HEM-201, 5d8x M HEM 201, 5d8x, M N, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 879.14, 38.22, http://apoholo.cz/db/entry/5d8x-M-HEM-201, http://apoholo.cz/api/db/entry/5d8x-M-HEM-201/download/5d8x-M-HEM-201.zip
5d8x-O-HEM-202, 5d8x O HEM 202, 5d8x, O P, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 865.75, 37.64, http://apoholo.cz/db/entry/5d8x-O-HEM-202, http://apoholo.cz/api/db/entry/5d8x-O-HEM-202/download/5d8x-O-HEM-202.zip
5d8x-Q-HEM-201, 5d8x Q HEM 201, 5d8x, Q R, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 863.46, 37.54, http://apoholo.cz/db/entry/5d8x-Q-HEM-201, http://apoholo.cz/api/db/entry/5d8x-Q-HEM-201/download/5d8x-Q-HEM-201.zip
5d8x-S-HEM-204, 5d8x S HEM 204, 5d8x, S T, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 860.53, 37.41, http://apoholo.cz/db/entry/5d8x-S-HEM-204, http://apoholo.cz/api/db/entry/5d8x-S-HEM-204/download/5d8x-S-HEM-204.zip
5d8x-U-HEM-201, 5d8x U HEM 201, 5d8x, U V, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 866.99, 37.7, http://apoholo.cz/db/entry/5d8x-U-HEM-201, http://apoholo.cz/api/db/entry/5d8x-U-HEM-201/download/5d8x-U-HEM-201.zip
5d8x-W-HEM-201, 5d8x W HEM 201, 5d8x, W X, Q9HY79, HEM, 27, 433, X-RAY_DIFFRACTION, 1.5, 863.69, 37.55, http://apoholo.cz/db/entry/5d8x-W-HEM-201, http://apoholo.cz/api/db/entry/5d8x-W-HEM-201/download/5d8x-W-HEM-201.zip
5dcu-A-NAP-900, 5dcu A NAP 900, 5dcu, A, K7WDL7, NAP, 1, 17, X-RAY_DIFFRACTION, 1.4, 950.71, 27.96, http://apoholo.cz/db/entry/5dcu-A-NAP-900, http://apoholo.cz/api/db/entry/5dcu-A-NAP-900/download/5dcu-A-NAP-900.zip
5dcu-B-NAP-900, 5dcu B NAP 900, 5dcu, B, K7WDL7, NAP, 1, 17, X-RAY_DIFFRACTION, 1.4, 848.36, 24.95, http://apoholo.cz/db/entry/5dcu-B-NAP-900, http://apoholo.cz/api/db/entry/5dcu-B-NAP-900/download/5dcu-B-NAP-900.zip
5dcy-A-NAP-900, 5dcy A NAP 900, 5dcy, A, K7WDL7, NAP, 1, 17, X-RAY_DIFFRACTION, 1.45, 986.71, 29.02, http://apoholo.cz/db/entry/5dcy-A-NAP-900, http://apoholo.cz/api/db/entry/5dcy-A-NAP-900/download/5dcy-A-NAP-900.zip
5dcy-B-NAP-900, 5dcy B NAP 900, 5dcy, B, K7WDL7, NAP, 1, 17, X-RAY_DIFFRACTION, 1.45, 865.88, 26.24, http://apoholo.cz/db/entry/5dcy-B-NAP-900, http://apoholo.cz/api/db/entry/5dcy-B-NAP-900/download/5dcy-B-NAP-900.zip
5df5-A-HEC-201, 5df5 A HEC 201, 5df5, A D, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.3, 971.61, 31.34, http://apoholo.cz/db/entry/5df5-A-HEC-201, http://apoholo.cz/api/db/entry/5df5-A-HEC-201/download/5df5-A-HEC-201.zip
5df5-B-HEC-201, 5df5 B HEC 201, 5df5, B C, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.3, 955.85, 30.83, http://apoholo.cz/db/entry/5df5-B-HEC-201, http://apoholo.cz/api/db/entry/5df5-B-HEC-201/download/5df5-B-HEC-201.zip
5df5-C-HEC-201, 5df5 C HEC 201, 5df5, B C, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.3, 974.17, 32.47, http://apoholo.cz/db/entry/5df5-C-HEC-201, http://apoholo.cz/api/db/entry/5df5-C-HEC-201/download/5df5-C-HEC-201.zip
5df5-D-HEC-201, 5df5 D HEC 201, 5df5, A D, P62898, HEC, 0, 18, X-RAY_DIFFRACTION, 1.3, 982.53, 31.69, http://apoholo.cz/db/entry/5df5-D-HEC-201, http://apoholo.cz/api/db/entry/5df5-D-HEC-201/download/5df5-D-HEC-201.zip
5dfs-A-HEC-201, 5dfs A HEC 201, 5dfs, A B, P00003, HEC, 0, 0, X-RAY_DIFFRACTION, 1.15, 916.57, 25.46, http://apoholo.cz/db/entry/5dfs-A-HEC-201, http://apoholo.cz/api/db/entry/5dfs-A-HEC-201/download/5dfs-A-HEC-201.zip
5dfs-B-HEC-201, 5dfs B HEC 201, 5dfs, B, P00003, HEC, 0, 0, X-RAY_DIFFRACTION, 1.15, 1187.27, 34.92, http://apoholo.cz/db/entry/5dfs-B-HEC-201, http://apoholo.cz/api/db/entry/5dfs-B-HEC-201/download/5dfs-B-HEC-201.zip
5djh-A-AMP-304, 5djh A AMP 304, 5djh, A, P9WKJ1, AMP, 0, 5, X-RAY_DIFFRACTION, 1.45, 589.06, 32.73, http://apoholo.cz/db/entry/5djh-A-AMP-304, http://apoholo.cz/api/db/entry/5djh-A-AMP-304/download/5djh-A-AMP-304.zip
5dn9-A-NAD-501, 5dn9 A NAD 501, 5dn9, A, A0A0A1EQY0, NAD, 9, 11, X-RAY_DIFFRACTION, 1.5, 975.28, 25.01, http://apoholo.cz/db/entry/5dn9-A-NAD-501, http://apoholo.cz/api/db/entry/5dn9-A-NAD-501/download/5dn9-A-NAD-501.zip
5dn9-B-NAD-501, 5dn9 B NAD 501, 5dn9, B, A0A0A1EQY0, NAD, 9, 11, X-RAY_DIFFRACTION, 1.5, 979.52, 25.12, http://apoholo.cz/db/entry/5dn9-B-NAD-501, http://apoholo.cz/api/db/entry/5dn9-B-NAD-501/download/5dn9-B-NAD-501.zip
5dp2-A-NAP-401, 5dp2 A NAP 401, 5dp2, A, Q6DNE7, NAP, 0, 0, X-RAY_DIFFRACTION, 0.96, 983.13, 31.71, http://apoholo.cz/db/entry/5dp2-A-NAP-401, http://apoholo.cz/api/db/entry/5dp2-A-NAP-401/download/5dp2-A-NAP-401.zip
5e95-A-GDP-201, 5e95 A GDP 201, 5e95, A, P01112, GDP, 31, 281, X-RAY_DIFFRACTION, 1.4, 827.44, 41.37, http://apoholo.cz/db/entry/5e95-A-GDP-201, http://apoholo.cz/api/db/entry/5e95-A-GDP-201/download/5e95-A-GDP-201.zip
5ed3-B-AMP-201, 5ed3 B AMP 201, 5ed3, A B, P49773, AMP, 48, 73, X-RAY_DIFFRACTION, 1.31, 881.78, 46.41, http://apoholo.cz/db/entry/5ed3-B-AMP-201, http://apoholo.cz/api/db/entry/5ed3-B-AMP-201/download/5ed3-B-AMP-201.zip
5ejx-A-HEM-301, 5ejx A HEM 301, 5ejx, A, P00431, HEM, 0, 211, X-RAY_DIFFRACTION, 1.5, 820.45, 29.3, http://apoholo.cz/db/entry/5ejx-A-HEM-301, http://apoholo.cz/api/db/entry/5ejx-A-HEM-301/download/5ejx-A-HEM-301.zip
5ep4-A-ATP-401, 5ep4 A ATP 401, 5ep4, A, Q1ZS18, ATP, 0, 4, X-RAY_DIFFRACTION, 1.5, 909.61, 43.31, http://apoholo.cz/db/entry/5ep4-A-ATP-401, http://apoholo.cz/api/db/entry/5ep4-A-ATP-401/download/5ep4-A-ATP-401.zip
5etn-A-ATP-205, 5etn A ATP 205, 5etn, A, P26281, ATP, 11, 55, X-RAY_DIFFRACTION, 1.4, 968.65, 56.98, http://apoholo.cz/db/entry/5etn-A-ATP-205, http://apoholo.cz/api/db/entry/5etn-A-ATP-205/download/5etn-A-ATP-205.zip
5eui-A-HEM-201, 5eui A HEM 201, 5eui, A, U5KQB1, HEM, 0, 0, X-RAY_DIFFRACTION, 1.45, 915.5, 43.6, http://apoholo.cz/db/entry/5eui-A-HEM-201, http://apoholo.cz/api/db/entry/5eui-A-HEM-201/download/5eui-A-HEM-201.zip
5eui-B-HEM-201, 5eui B HEM 201, 5eui, B, U5KNG4, HEM, 0, 0, X-RAY_DIFFRACTION, 1.45, 922.43, 41.93, http://apoholo.cz/db/entry/5eui-B-HEM-201, http://apoholo.cz/api/db/entry/5eui-B-HEM-201/download/5eui-B-HEM-201.zip
5eyn-A-ADP-404, 5eyn A ADP 404, 5eyn, A, A0A0H3AER7, ADP, 1, 4, X-RAY_DIFFRACTION, 1.29, 1000.7, 38.49, http://apoholo.cz/db/entry/5eyn-A-ADP-404, http://apoholo.cz/api/db/entry/5eyn-A-ADP-404/download/5eyn-A-ADP-404.zip
5f23-A-NAD-300, 5f23 A NAD 300, 5f23, A, Q9HUP3, NAD, 1, 0, X-RAY_DIFFRACTION, 1.5, 927.91, 71.38, http://apoholo.cz/db/entry/5f23-A-NAD-300, http://apoholo.cz/api/db/entry/5f23-A-NAD-300/download/5f23-A-NAD-300.zip
5f2e-A-GDP-206, 5f2e A GDP 206, 5f2e, A, P01116, GDP, 23, 597, X-RAY_DIFFRACTION, 1.4, 864.2, 43.21, http://apoholo.cz/db/entry/5f2e-A-GDP-206, http://apoholo.cz/api/db/entry/5f2e-A-GDP-206/download/5f2e-A-GDP-206.zip
5f5n-A-NAD-301, 5f5n A NAD 301, 5f5n, A, A0A023GUL3, NAD, 0, 1, X-RAY_DIFFRACTION, 1.3, 995.8, 34.34, http://apoholo.cz/db/entry/5f5n-A-NAD-301, http://apoholo.cz/api/db/entry/5f5n-A-NAD-301/download/5f5n-A-NAD-301.zip
5f5n-B-NAD-301, 5f5n B NAD 301, 5f5n, B, A0A023GUL3, NAD, 0, 1, X-RAY_DIFFRACTION, 1.3, 1016.43, 35.05, http://apoholo.cz/db/entry/5f5n-B-NAD-301, http://apoholo.cz/api/db/entry/5f5n-B-NAD-301/download/5f5n-B-NAD-301.zip
5fff-A-NAP-301, 5fff A NAP 301, 5fff, A, A0A1A9TAK5, NAP, 0, 5, X-RAY_DIFFRACTION, 1.5, 1058.31, 32.07, http://apoholo.cz/db/entry/5fff-A-NAP-301, http://apoholo.cz/api/db/entry/5fff-A-NAP-301/download/5fff-A-NAP-301.zip
5fff-B-NAP-301, 5fff B NAP 301, 5fff, B, A0A1A9TAK5, NAP, 0, 5, X-RAY_DIFFRACTION, 1.5, 925.15, 28.03, http://apoholo.cz/db/entry/5fff-B-NAP-301, http://apoholo.cz/api/db/entry/5fff-B-NAP-301/download/5fff-B-NAP-301.zip
5fh2-A-GTP-703, 5fh2 A GTP 703, 5fh2, A, P07379, GTP, 0, 57, X-RAY_DIFFRACTION, 1.49, 794.95, 36.13, http://apoholo.cz/db/entry/5fh2-A-GTP-703, http://apoholo.cz/api/db/entry/5fh2-A-GTP-703/download/5fh2-A-GTP-703.zip
5fh4-A-GTP-704, 5fh4 A GTP 704, 5fh4, A, P07379, GTP, 0, 57, X-RAY_DIFFRACTION, 1.49, 744.75, 32.38, http://apoholo.cz/db/entry/5fh4-A-GTP-704, http://apoholo.cz/api/db/entry/5fh4-A-GTP-704/download/5fh4-A-GTP-704.zip
5fi3-A-NAP-401, 5fi3 A NAP 401, 5fi3, A B, A0A0F6SD02, NAP, 0, 2, X-RAY_DIFFRACTION, 1.05, 1030.04, 27.84, http://apoholo.cz/db/entry/5fi3-A-NAP-401, http://apoholo.cz/api/db/entry/5fi3-A-NAP-401/download/5fi3-A-NAP-401.zip
5fi3-B-NAP-402, 5fi3 B NAP 402, 5fi3, A B, A0A0F6SD02, NAP, 0, 2, X-RAY_DIFFRACTION, 1.05, 962.75, 28.32, http://apoholo.cz/db/entry/5fi3-B-NAP-402, http://apoholo.cz/api/db/entry/5fi3-B-NAP-402/download/5fi3-B-NAP-402.zip
5fne-A-HEM-500, 5fne A HEM 500, 5fne, A, O94753, HEM, 0, 20, X-RAY_DIFFRACTION, 1.5, 836.86, 29.89, http://apoholo.cz/db/entry/5fne-A-HEM-500, http://apoholo.cz/api/db/entry/5fne-A-HEM-500/download/5fne-A-HEM-500.zip
5fs8-A-FAD-1000, 5fs8 A FAD 1000, 5fs8, A, O95831, FAD, 0, 34, X-RAY_DIFFRACTION, 1.4, 1030.67, 23.97, http://apoholo.cz/db/entry/5fs8-A-FAD-1000, http://apoholo.cz/api/db/entry/5fs8-A-FAD-1000/download/5fs8-A-FAD-1000.zip
5gmd-A-AMP-1003, 5gmd A AMP 1003, 5gmd, A, Q97UL5, AMP, 6, 2, X-RAY_DIFFRACTION, 1.5, 463.19, 66.17, http://apoholo.cz/db/entry/5gmd-A-AMP-1003, http://apoholo.cz/api/db/entry/5gmd-A-AMP-1003/download/5gmd-A-AMP-1003.zip
5gqi-A-ATP-305, 5gqi A ATP 305, 5gqi, A, P11041, ATP, 11, 12, X-RAY_DIFFRACTION, 1.3, 349.15, 87.29, http://apoholo.cz/db/entry/5gqi-A-ATP-305, http://apoholo.cz/api/db/entry/5gqi-A-ATP-305/download/5gqi-A-ATP-305.zip
5gqj-A-ATP-304, 5gqj A ATP 304, 5gqj, A, P11041, ATP, 11, 12, X-RAY_DIFFRACTION, 1.5, 429.25, 85.85, http://apoholo.cz/db/entry/5gqj-A-ATP-304, http://apoholo.cz/api/db/entry/5gqj-A-ATP-304/download/5gqj-A-ATP-304.zip
5gv7-A-FAD-1301, 5gv7 A FAD 1301, 5gv7, A, P83686, FAD, 0, 8, X-RAY_DIFFRACTION, 0.8, 1143.3, 39.42, http://apoholo.cz/db/entry/5gv7-A-FAD-1301, http://apoholo.cz/api/db/entry/5gv7-A-FAD-1301/download/5gv7-A-FAD-1301.zip
5gv8-A-FAD-1301, 5gv8 A FAD 1301, 5gv8, A, P83686, FAD, 0, 8, X-RAY_DIFFRACTION, 0.78, 1142.83, 39.41, http://apoholo.cz/db/entry/5gv8-A-FAD-1301, http://apoholo.cz/api/db/entry/5gv8-A-FAD-1301/download/5gv8-A-FAD-1301.zip
5gy7-A-NAD-402, 5gy7 A NAD 402, 5gy7, A, P09147, NAD, 0, 18, X-RAY_DIFFRACTION, 1.43, 899.33, 27.25, http://apoholo.cz/db/entry/5gy7-A-NAD-402, http://apoholo.cz/api/db/entry/5gy7-A-NAD-402/download/5gy7-A-NAD-402.zip
5gy7-B-NAD-402, 5gy7 B NAD 402, 5gy7, B, P09147, NAD, 0, 18, X-RAY_DIFFRACTION, 1.43, 909.46, 27.56, http://apoholo.cz/db/entry/5gy7-B-NAD-402, http://apoholo.cz/api/db/entry/5gy7-B-NAD-402/download/5gy7-B-NAD-402.zip
5gzw-A-AMP-401, 5gzw A AMP 401, 5gzw, A, A0A076YIY5, AMP, 0, 0, X-RAY_DIFFRACTION, 1.49, 565.53, 43.5, http://apoholo.cz/db/entry/5gzw-A-AMP-401, http://apoholo.cz/api/db/entry/5gzw-A-AMP-401/download/5gzw-A-AMP-401.zip
5gzw-B-AMP-401, 5gzw B AMP 401, 5gzw, B, A0A076YIY5, AMP, 0, 0, X-RAY_DIFFRACTION, 1.49, 577.65, 41.26, http://apoholo.cz/db/entry/5gzw-B-AMP-401, http://apoholo.cz/api/db/entry/5gzw-B-AMP-401/download/5gzw-B-AMP-401.zip
5hav-A-HEM-201, 5hav A HEM 201, 5hav, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.27, 872.75, 45.93, http://apoholo.cz/db/entry/5hav-A-HEM-201, http://apoholo.cz/api/db/entry/5hav-A-HEM-201/download/5hav-A-HEM-201.zip
5hlq-A-HEM-201, 5hlq A HEM 201, 5hlq, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.5, 967.76, 48.39, http://apoholo.cz/db/entry/5hlq-A-HEM-201, http://apoholo.cz/api/db/entry/5hlq-A-HEM-201/download/5hlq-A-HEM-201.zip
5hlu-A-HEM-201, 5hlu A HEM 201, 5hlu, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.5, 888.71, 49.37, http://apoholo.cz/db/entry/5hlu-A-HEM-201, http://apoholo.cz/api/db/entry/5hlu-A-HEM-201/download/5hlu-A-HEM-201.zip
5hlx-A-HEM-201, 5hlx A HEM 201, 5hlx, A, P02185, HEM, 0, 347, X-RAY_DIFFRACTION, 1.5, 1000.21, 47.63, http://apoholo.cz/db/entry/5hlx-A-HEM-201, http://apoholo.cz/api/db/entry/5hlx-A-HEM-201/download/5hlx-A-HEM-201.zip
5hnv-A-ATP-401, 5hnv A ATP 401, 5hnv, A, A0A1S4NYE5, ATP, 1, 3, X-RAY_DIFFRACTION, 1.41, 875.67, 43.78, http://apoholo.cz/db/entry/5hnv-A-ATP-401, http://apoholo.cz/api/db/entry/5hnv-A-ATP-401/download/5hnv-A-ATP-401.zip
